fname,label
2b29c860.wav,Trumpet Fireworks Applause
2b3b7b03.wav,Cello Violin_or_fiddle Double_bass
2b4b7943.wav,Squeak Harmonica Clarinet
2b6252cc.wav,Tambourine Snare_drum Bass_drum
2b6c13e3.wav,Clarinet Gong Cello
2b7b39be.wav,Trumpet Fireworks Applause
2b83debf.wav,Bass_drum Squeak Hi-hat
2b8e6892.wav,Clarinet Cello Double_bass
2b8f6e49.wav,Violin_or_fiddle Cello Hi-hat
2b911d99.wav,Hi-hat Bass_drum Snare_drum
2bb1d055.wav,Cello Violin_or_fiddle Gong
2bb34f54.wav,Knock Writing Computer_keyboard
2bb8ee50.wav,Flute Clarinet Saxophone
2bbfe44e.wav,Hi-hat Cowbell Snare_drum
2bcb69fd.wav,Bus Tearing Burping_or_eructation
2bd000e5.wav,Hi-hat Gong Snare_drum
2bd1f850.wav,Acoustic_guitar Electric_piano Gong
2be1bae5.wav,Cello Double_bass Acoustic_guitar
2be25f5e.wav,Acoustic_guitar Gong Double_bass
2bf36fef.wav,Cello Violin_or_fiddle Double_bass
2c01a86f.wav,Flute Clarinet Saxophone
2c14ed19.wav,Cello Violin_or_fiddle Double_bass
2c287b2c.wav,Acoustic_guitar Squeak Tambourine
2c403fbe.wav,Electric_piano Double_bass Acoustic_guitar
2c41a64d.wav,Trumpet Saxophone Applause
2c57ecb0.wav,Meow Laughter Tearing
2c5bad59.wav,Flute Oboe Saxophone
2c5e7ee0.wav,Flute Clarinet Violin_or_fiddle
2c6ab95a.wav,Flute Clarinet Cello
2c718199.wav,Bass_drum Double_bass Snare_drum
2c780aaa.wav,Cello Acoustic_guitar Clarinet
2c8de08f.wav,Keys_jangling Writing Shatter
2c9139a2.wav,Bass_drum Snare_drum Fart
2c96dab1.wav,Clarinet Cello Oboe
2ca3f48b.wav,Violin_or_fiddle Cello Double_bass
2caa9b82.wav,Flute Clarinet Violin_or_fiddle
2cb3663f.wav,Squeak Fart Burping_or_eructation
2cb6b373.wav,Meow Squeak Oboe
2cbea1f4.wav,Hi-hat Snare_drum Tambourine
2cc136b6.wav,Double_bass Acoustic_guitar Cello
2cc34e65.wav,Double_bass Electric_piano Cello
2cdbb847.wav,Acoustic_guitar Cough Cello
2cedb928.wav,Flute Oboe Electric_piano
2cf80a27.wav,Hi-hat Glockenspiel Electric_piano
2cf851f3.wav,Hi-hat Gong Violin_or_fiddle
2cf8a1d7.wav,Clarinet Saxophone Flute
2d0027fd.wav,Bass_drum Trumpet Fart
2d0c1839.wav,Hi-hat Tearing Fart
2d0daf66.wav,Clarinet Cello Harmonica
2d17a609.wav,Clarinet Shatter Tearing
2d1863d6.wav,Saxophone Double_bass Cello
2d204120.wav,Fart Cough Tearing
2d204a5d.wav,Flute Clarinet Oboe
2d21041f.wav,Acoustic_guitar Cello Tambourine
2d24682f.wav,Hi-hat Snare_drum Tambourine
2d264806.wav,Shatter Microwave_oven Fireworks
2d497cbb.wav,Flute Acoustic_guitar Applause
2d4e35a0.wav,Flute Writing Saxophone
2d589634.wav,Flute Trumpet Cello
2d5984c7.wav,Cello Violin_or_fiddle Double_bass
2d60ba0a.wav,Hi-hat Snare_drum Trumpet
2d62f754.wav,Chime Shatter Double_bass
2d6609d7.wav,Flute Double_bass Clarinet
2d6c1693.wav,Knock Microwave_oven Squeak
2d6de409.wav,Trumpet Fireworks Snare_drum
2d7134e3.wav,Squeak Meow Gong
2d720da1.wav,Cello Violin_or_fiddle Double_bass
2d72aee6.wav,Acoustic_guitar Double_bass Electric_piano
2d790368.wav,Squeak Trumpet Gong
2d7df781.wav,Bass_drum Oboe Telephone
2d860064.wav,Flute Saxophone Oboe
2d8a6242.wav,Bass_drum Cowbell Double_bass
2d8acb10.wav,Bass_drum Tambourine Hi-hat
2d9c3949.wav,Laughter Squeak Trumpet
2da2e399.wav,Flute Clarinet Writing
2da32b1f.wav,Trumpet Flute Oboe
2da4fa14.wav,Clarinet Gong Oboe
2da5b590.wav,Clarinet Oboe Gong
2da6d104.wav,Tearing Scissors Squeak
2daa759d.wav,Saxophone Clarinet Cello
2daf019d.wav,Acoustic_guitar Electric_piano Violin_or_fiddle
2db52728.wav,Clarinet Acoustic_guitar Gong
2dc10f4d.wav,Flute Trumpet Clarinet
2dc19510.wav,Fireworks Writing Tearing
2dc50a54.wav,Microwave_oven Drawer_open_or_close Fireworks
2dcbf46b.wav,Cough Fireworks Bark
2dd756ed.wav,Cello Acoustic_guitar Double_bass
2dd854a7.wav,Knock Bass_drum Bark
2de19598.wav,Flute Clarinet Saxophone
2debe1cc.wav,Cello Acoustic_guitar Violin_or_fiddle
2df5d098.wav,Bass_drum Snare_drum Hi-hat
2df859da.wav,Clarinet Saxophone Shatter
2e091a70.wav,Clarinet Saxophone Oboe
2e0cf9aa.wav,Clarinet Gong Violin_or_fiddle
2e128a59.wav,Gong Trumpet Violin_or_fiddle
2e196409.wav,Cello Fireworks Double_bass
2e276aaa.wav,Cowbell Violin_or_fiddle Double_bass
2e2c6032.wav,Flute Oboe Violin_or_fiddle
2e2f2bc4.wav,Trumpet Oboe Hi-hat
2e42ccd2.wav,Trumpet Saxophone Clarinet
2e47a5c2.wav,Cello Double_bass Gong
2e49fbc0.wav,Bass_drum Electric_piano Cello
2e69b622.wav,Cello Double_bass Saxophone
2e6a18f4.wav,Bass_drum Fart Snare_drum
2e70787c.wav,Flute Clarinet Saxophone
2e7a0263.wav,Bass_drum Gunshot_or_gunfire Double_bass
2e956314.wav,Laughter Gong Cough
2e973a41.wav,Flute Clarinet Squeak
2ead203e.wav,Cello Double_bass Clarinet
2eaeb6b7.wav,Hi-hat Gong Shatter
2eaff904.wav,Hi-hat Trumpet Snare_drum
2eb12875.wav,Acoustic_guitar Electric_piano Chime
2ebe5821.wav,Bass_drum Gong Cowbell
2ec1d2da.wav,Cello Violin_or_fiddle Flute
2ec85d18.wav,Cello Fireworks Hi-hat
2ec9bc1d.wav,Trumpet Gong Hi-hat
2ecb1002.wav,Shatter Applause Fireworks
2ecca042.wav,Bass_drum Snare_drum Finger_snapping
2ed17427.wav,Trumpet Clarinet Flute
2ed69e64.wav,Clarinet Cello Gong
2ed72cd5.wav,Knock Bass_drum Squeak
2f009392.wav,Violin_or_fiddle Harmonica Telephone
2f0a8c80.wav,Bass_drum Double_bass Acoustic_guitar
2f0ee302.wav,Acoustic_guitar Fart Hi-hat
2f1c2612.wav,Scissors Shatter Keys_jangling
2f2eeab3.wav,Acoustic_guitar Fart Electric_piano
2f3c179a.wav,Hi-hat Gong Double_bass
2f4b9bdc.wav,Laughter Tearing Saxophone
2f5c2852.wav,Flute Clarinet Writing
2f74ed29.wav,Bass_drum Hi-hat Tearing
2f74f4f4.wav,Cello Double_bass Tearing
2f784e3d.wav,Acoustic_guitar Gong Cello
2f792ac7.wav,Bass_drum Snare_drum Cowbell
2f87e47c.wav,Squeak Flute Violin_or_fiddle
2f92f1de.wav,Squeak Tearing Fart
2f947f7e.wav,Clarinet Cello Gong
2f967685.wav,Gong Acoustic_guitar Computer_keyboard
2f97d6b3.wav,Flute Clarinet Violin_or_fiddle
2f9df9d5.wav,Trumpet Writing Hi-hat
2facecd2.wav,Fart Double_bass Acoustic_guitar
2fb78737.wav,Scissors Keys_jangling Writing
2fbb29ed.wav,Squeak Bus Fireworks
2fc2ba69.wav,Flute Laughter Clarinet
2fd2722a.wav,Oboe Saxophone Clarinet
2fd62d32.wav,Hi-hat Gong Cowbell
2fda731f.wav,Bass_drum Knock Double_bass
2fda8c20.wav,Cello Double_bass Acoustic_guitar
2fdb5f6a.wav,Laughter Snare_drum Acoustic_guitar
2fea5e19.wav,Squeak Tearing Gong
2fefb864.wav,Bark Laughter Cough
2fff17ff.wav,Fart Bark Burping_or_eructation
30029d43.wav,Trumpet Flute Gong
301a0f8d.wav,Bass_drum Double_bass Finger_snapping
30232933.wav,Clarinet Cello Double_bass
302465d6.wav,Fart Cough Telephone
3024ad07.wav,Trumpet Squeak Applause
302bc9d1.wav,Clarinet Oboe Cello
30396d04.wav,Snare_drum Knock Gong
303dcdc3.wav,Flute Electric_piano Fireworks
304cb001.wav,Bass_drum Tambourine Snare_drum
304f58c8.wav,Cello Saxophone Shatter
3053d06b.wav,Clarinet Applause Cello
305d1932.wav,Bass_drum Double_bass Knock
3062dedb.wav,Trumpet Cowbell Computer_keyboard
3073a264.wav,Trumpet Applause Computer_keyboard
30762ab4.wav,Hi-hat Snare_drum Fart
3077dab1.wav,Applause Hi-hat Cowbell
3078b0a4.wav,Cello Applause Double_bass
307d21e8.wav,Trumpet Writing Hi-hat
307e9f70.wav,Trumpet Clarinet Flute
30874c68.wav,Harmonica Oboe Telephone
30881d07.wav,Shatter Trumpet Hi-hat
308a6424.wav,Double_bass Cello Gong
30a320a3.wav,Laughter Applause Fireworks
30a36933.wav,Squeak Chime Computer_keyboard
30a8d1e4.wav,Clarinet Flute Tearing
30b62182.wav,Clarinet Telephone Cello
30ba2b0e.wav,Clarinet Gong Oboe
30bb235b.wav,Flute Saxophone Laughter
30d9df9d.wav,Cello Violin_or_fiddle Acoustic_guitar
30dd3419.wav,Violin_or_fiddle Clarinet Cello
30e4be95.wav,Bass_drum Knock Double_bass
30e8633d.wav,Bass_drum Snare_drum Electric_piano
30eb5385.wav,Telephone Laughter Bark
30ed02dc.wav,Clarinet Double_bass Gong
30f0d392.wav,Tearing Squeak Scissors
30f4864f.wav,Clarinet Oboe Flute
3103dfd6.wav,Acoustic_guitar Gong Electric_piano
310403b7.wav,Fart Bark Cough
311795eb.wav,Cello Double_bass Acoustic_guitar
311e57cc.wav,Bass_drum Double_bass Hi-hat
3125e485.wav,Squeak Hi-hat Harmonica
3125f4e2.wav,Clarinet Flute Saxophone
3127fdf6.wav,Bass_drum Hi-hat Tearing
31318ae6.wav,Fart Knock Finger_snapping
3132a40c.wav,Keys_jangling Acoustic_guitar Cello
31370617.wav,Trumpet Oboe Fart
313b6bd6.wav,Cello Double_bass Knock
314dd106.wav,Snare_drum Hi-hat Shatter
315e2cf1.wav,Laughter Cough Writing
31656306.wav,Acoustic_guitar Double_bass Electric_piano
316b6a8b.wav,Saxophone Harmonica Trumpet
316e82b0.wav,Violin_or_fiddle Cello Gong
318ad3a7.wav,Cello Double_bass Shatter
318da9b1.wav,Acoustic_guitar Gong Cello
3192a42d.wav,Cough Burping_or_eructation Cowbell
3194baa5.wav,Clarinet Saxophone Shatter
3195b119.wav,Cough Tambourine Keys_jangling
31985344.wav,Clarinet Saxophone Flute
319d5f33.wav,Acoustic_guitar Applause Fireworks
31a5b56b.wav,Meow Applause Squeak
31b1b1af.wav,Flute Clarinet Oboe
31bf625c.wav,Gong Acoustic_guitar Electric_piano
31c02993.wav,Clarinet Flute Telephone
31c1e915.wav,Flute Clarinet Saxophone
31c321b9.wav,Clarinet Cello Flute
31c42d71.wav,Acoustic_guitar Double_bass Electric_piano
31daad59.wav,Bass_drum Double_bass Knock
31ede8e7.wav,Flute Clarinet Saxophone
31f27c86.wav,Snare_drum Bass_drum Finger_snapping
31fa9662.wav,Clarinet Applause Flute
3202971f.wav,Bass_drum Hi-hat Snare_drum
32081921.wav,Meow Laughter Bark
320e8976.wav,Squeak Hi-hat Finger_snapping
320ed8bd.wav,Hi-hat Gong Snare_drum
321118ec.wav,Trumpet Cello Double_bass
321a9ead.wav,Clarinet Flute Gong
321d9f06.wav,Trumpet Applause Fart
3222fa28.wav,Clarinet Flute Harmonica
322b48ee.wav,Clarinet Flute Violin_or_fiddle
322f6dfb.wav,Cello Violin_or_fiddle Clarinet
3236f8f9.wav,Cello Clarinet Saxophone
32393924.wav,Gong Hi-hat Cello
3242d7a5.wav,Clarinet Applause Writing
324a4e40.wav,Squeak Meow Cello
324f30f2.wav,Squeak Hi-hat Finger_snapping
325525ac.wav,Hi-hat Violin_or_fiddle Gong
32560d9c.wav,Fart Tearing Knock
3263223e.wav,Cowbell Tambourine Squeak
326c56ff.wav,Clarinet Oboe Saxophone
326d98e9.wav,Cough Laughter Chime
327bdcaa.wav,Laughter Bark Cough
327e7750.wav,Clarinet Applause Violin_or_fiddle
328612aa.wav,Clarinet Cello Double_bass
32938f53.wav,Clarinet Saxophone Violin_or_fiddle
329709f0.wav,Clarinet Acoustic_guitar Cello
32a5773b.wav,Snare_drum Cowbell Flute
32af1d97.wav,Acoustic_guitar Applause Tambourine
32b64892.wav,Cello Double_bass Acoustic_guitar
32bdd578.wav,Gong Cello Double_bass
32bf60d9.wav,Clarinet Flute Saxophone
32c5a99e.wav,Clarinet Trumpet Applause
32c63f3f.wav,Flute Clarinet Gong
32cc31fd.wav,Electric_piano Bass_drum Double_bass
32d54dbf.wav,Laughter Burping_or_eructation Bark
32d68d35.wav,Fireworks Bass_drum Tearing
32e20304.wav,Snare_drum Hi-hat Writing
32e375c3.wav,Gunshot_or_gunfire Snare_drum Hi-hat
32e67c5c.wav,Cowbell Snare_drum Hi-hat
32ec5aeb.wav,Gong Acoustic_guitar Violin_or_fiddle
32f6364d.wav,Acoustic_guitar Gong Cello
32f665c4.wav,Clarinet Oboe Saxophone
32fe0550.wav,Fart Tearing Writing
32ff9d27.wav,Flute Oboe Clarinet
330bcb8f.wav,Clarinet Saxophone Flute
330ef55e.wav,Double_bass Cello Knock
331332e4.wav,Applause Knock Fireworks
331b550c.wav,Hi-hat Cowbell Finger_snapping
332db920.wav,Acoustic_guitar Snare_drum Fart
332dec50.wav,Trumpet Double_bass Knock
3336c8bb.wav,Writing Drawer_open_or_close Knock
33404279.wav,Acoustic_guitar Electric_piano Violin_or_fiddle
334bcacd.wav,Acoustic_guitar Tambourine Electric_piano
334c2df4.wav,Clarinet Cello Oboe
334f6481.wav,Trumpet Hi-hat Acoustic_guitar
3354ba9c.wav,Bass_drum Gunshot_or_gunfire Knock
33596f0a.wav,Knock Computer_keyboard Bass_drum
335d009e.wav,Chime Keys_jangling Hi-hat
336de5ff.wav,Cello Flute Knock
3374eb78.wav,Knock Cough Tearing
337bb0d7.wav,Saxophone Clarinet Violin_or_fiddle
3385a800.wav,Fart Hi-hat Snare_drum
3389dab8.wav,Trumpet Fart Hi-hat
338a1eec.wav,Flute Clarinet Violin_or_fiddle
338c1e9c.wav,Hi-hat Snare_drum Fireworks
338ed597.wav,Clarinet Double_bass Microwave_oven
3391a84f.wav,Gunshot_or_gunfire Bass_drum Fireworks
33939435.wav,Flute Clarinet Saxophone
339c6a9e.wav,Trumpet Applause Flute
339cbd32.wav,Fart Applause Tearing
33a0c53d.wav,Chime Gong Flute
33a0fa9d.wav,Flute Writing Clarinet
33a11a7b.wav,Shatter Keys_jangling Tearing
33b98766.wav,Shatter Trumpet Tearing
33bd5275.wav,Clarinet Gong Electric_piano
33bf100e.wav,Clarinet Acoustic_guitar Cello
33bf8bce.wav,Hi-hat Gong Acoustic_guitar
33ce149f.wav,Acoustic_guitar Saxophone Electric_piano
33db956c.wav,Cello Double_bass Knock
33e12365.wav,Bass_drum Snare_drum Double_bass
33e901fb.wav,Cello Double_bass Knock
33ea32c3.wav,Flute Writing Clarinet
33ed1199.wav,Microwave_oven Gunshot_or_gunfire Knock
340aad61.wav,Squeak Gong Microwave_oven
340afc6a.wav,Trumpet Applause Flute
340bc3cd.wav,Clarinet Saxophone Laughter
341a6905.wav,Bass_drum Knock Snare_drum
34204cf9.wav,Telephone Burping_or_eructation Bass_drum
342a363c.wav,Bass_drum Knock Snare_drum
3437507a.wav,Hi-hat Gong Trumpet
343f0d14.wav,Flute Trumpet Saxophone
34404331.wav,Violin_or_fiddle Cello Cough
34409de5.wav,Harmonica Cello Clarinet
344b32d4.wav,Flute Bark Fireworks
3453b51c.wav,Cello Acoustic_guitar Double_bass
345441d2.wav,Trumpet Acoustic_guitar Electric_piano
34618b30.wav,Flute Clarinet Trumpet
3463b47a.wav,Clarinet Saxophone Trumpet
3463f897.wav,Clarinet Cello Oboe
3466b1c4.wav,Cello Violin_or_fiddle Gong
3467f48f.wav,Trumpet Clarinet Applause
346a3906.wav,Bass_drum Double_bass Snare_drum
347bcaa2.wav,Bass_drum Double_bass Knock
347ebfa9.wav,Trumpet Meow Fart
3484a9b9.wav,Cello Clarinet Violin_or_fiddle
3497cb5e.wav,Bass_drum Knock Gunshot_or_gunfire
349eac2f.wav,Computer_keyboard Squeak Tearing
34a160da.wav,Trumpet Fireworks Applause
34a3bc46.wav,Flute Saxophone Clarinet
34a5404b.wav,Acoustic_guitar Electric_piano Gong
34be3cb0.wav,Trumpet Violin_or_fiddle Squeak
34be5213.wav,Acoustic_guitar Fireworks Tambourine
34c7a37b.wav,Squeak Drawer_open_or_close Shatter
34cddac7.wav,Hi-hat Snare_drum Microwave_oven
34d1fffa.wav,Cello Saxophone Double_bass
34d84768.wav,Knock Drawer_open_or_close Tearing
34f6f431.wav,Hi-hat Snare_drum Fart
34ff2f37.wav,Bass_drum Double_bass Hi-hat
350b89b8.wav,Clarinet Microwave_oven Applause
350ed42d.wav,Trumpet Oboe Flute
35115db0.wav,Bass_drum Electric_piano Gong
351b0ba1.wav,Tambourine Acoustic_guitar Fireworks
351dcc25.wav,Glockenspiel Acoustic_guitar Electric_piano
35235d3f.wav,Bass_drum Writing Knock
352c769d.wav,Cello Gong Acoustic_guitar
352f143a.wav,Saxophone Cello Flute
3531e0f4.wav,Acoustic_guitar Trumpet Glockenspiel
3533dc16.wav,Trumpet Flute Fireworks
3538f800.wav,Bass_drum Knock Tearing
353b44b7.wav,Cello Hi-hat Gong
353f55db.wav,Acoustic_guitar Electric_piano Gong
3542eddc.wav,Cello Double_bass Applause
35497fc4.wav,Acoustic_guitar Electric_piano Gong
355eeedf.wav,Chime Keys_jangling Tearing
355f0738.wav,Clarinet Tearing Squeak
356cab15.wav,Flute Clarinet Saxophone
3579ff4b.wav,Fart Writing Burping_or_eructation
3592e0cb.wav,Trumpet Meow Squeak
3597c4e5.wav,Fart Flute Acoustic_guitar
3598cc58.wav,Knock Bass_drum Tambourine
359c9ba3.wav,Clarinet Cello Double_bass
35b91bb1.wav,Acoustic_guitar Gong Glockenspiel
35bb05b0.wav,Bus Microwave_oven Shatter
35bf4ae5.wav,Cello Tearing Laughter
35c0f6b7.wav,Acoustic_guitar Gong Electric_piano
35cb8bd1.wav,Bass_drum Knock Double_bass
35ce58ae.wav,Tearing Fart Cello
35d008df.wav,Trumpet Clarinet Flute
35d0858d.wav,Cello Violin_or_fiddle Double_bass
35da43f9.wav,Fireworks Knock Bus
35def6dc.wav,Trumpet Fart Applause
35e1140b.wav,Gunshot_or_gunfire Fireworks Shatter
35e4b0fd.wav,Squeak Meow Fart
35f3a48c.wav,Bass_drum Acoustic_guitar Double_bass
35f6a4b8.wav,Flute Clarinet Oboe
35ff3f29.wav,Trumpet Oboe Flute
35ffae5a.wav,Clarinet Saxophone Electric_piano
360348af.wav,Gong Harmonica Telephone
360e9c8e.wav,Saxophone Oboe Trumpet
360ed752.wav,Snare_drum Fart Squeak
361285ac.wav,Bass_drum Acoustic_guitar Double_bass
3617db48.wav,Acoustic_guitar Electric_piano Double_bass
361c028f.wav,Saxophone Applause Cello
361fbd17.wav,Clarinet Oboe Acoustic_guitar
3620c12b.wav,Hi-hat Writing Chime
3623b02e.wav,Clarinet Squeak Tearing
363a3760.wav,Flute Applause Writing
364d2e90.wav,Acoustic_guitar Cello Violin_or_fiddle
36507474.wav,Telephone Trumpet Squeak
365a4c89.wav,Clarinet Squeak Oboe
365f9044.wav,Trumpet Applause Fart
3660d731.wav,Clarinet Flute Saxophone
3668b282.wav,Cowbell Writing Chime
36690c27.wav,Clarinet Acoustic_guitar Gong
3670cc04.wav,Clarinet Cello Acoustic_guitar
367ba81f.wav,Clarinet Gong Acoustic_guitar
36a0c334.wav,Fart Bark Trumpet
36a2202d.wav,Tambourine Squeak Fart
36a92b29.wav,Clarinet Cello Harmonica
36a98063.wav,Flute Applause Trumpet
36b4867e.wav,Cello Saxophone Acoustic_guitar
36ba1f72.wav,Bass_drum Applause Knock
36cd9e16.wav,Writing Computer_keyboard Hi-hat
36d47091.wav,Clarinet Cello Oboe
36dbdb68.wav,Cello Flute Double_bass
36e470e4.wav,Trumpet Bark Cowbell
36e7790c.wav,Violin_or_fiddle Saxophone Fart
36e79aec.wav,Bass_drum Fart Tearing
36eae2b1.wav,Harmonica Violin_or_fiddle Chime
36ec121c.wav,Acoustic_guitar Cello Fireworks
36f5daf6.wav,Cello Double_bass Clarinet
36f6ba1e.wav,Trumpet Acoustic_guitar Applause
36f81d4d.wav,Cowbell Hi-hat Bass_drum
36f9dc1c.wav,Acoustic_guitar Squeak Tambourine
370156c4.wav,Acoustic_guitar Electric_piano Squeak
370cad4d.wav,Cello Double_bass Acoustic_guitar
370f79a2.wav,Bass_drum Knock Double_bass
371be693.wav,Bass_drum Acoustic_guitar Flute
371c577e.wav,Double_bass Acoustic_guitar Electric_piano
371f11c2.wav,Trumpet Violin_or_fiddle Meow
37398fcb.wav,Saxophone Tearing Violin_or_fiddle
373b761c.wav,Clarinet Oboe Double_bass
3740d249.wav,Fart Snare_drum Writing
374a434b.wav,Clarinet Tearing Writing
374c8729.wav,Burping_or_eructation Meow Drawer_open_or_close
37534d14.wav,Fart Chime Cough
375d2777.wav,Meow Bark Laughter
37686c61.wav,Bass_drum Electric_piano Knock
37694c0e.wav,Clarinet Acoustic_guitar Gong
37722c4c.wav,Electric_piano Flute Squeak
3779929b.wav,Trumpet Double_bass Squeak
3789db8f.wav,Trumpet Fart Clarinet
3790ad69.wav,Trumpet Fart Hi-hat
37965099.wav,Squeak Tearing Laughter
3797416f.wav,Clarinet Flute Gong
37a0ea93.wav,Gong Acoustic_guitar Cello
37a65d69.wav,Bass_drum Finger_snapping Fart
37a9846d.wav,Snare_drum Bass_drum Knock
37b1c1c8.wav,Flute Clarinet Cowbell
37b44be2.wav,Acoustic_guitar Electric_piano Double_bass
37b502ac.wav,Bass_drum Hi-hat Tearing
37bfaaae.wav,Flute Laughter Tearing
37c1e139.wav,Flute Saxophone Clarinet
37c64eeb.wav,Double_bass Knock Gong
37cba499.wav,Acoustic_guitar Violin_or_fiddle Gong
37d02372.wav,Gong Tearing Telephone
37d0e58f.wav,Clarinet Gong Glockenspiel
37d461b0.wav,Bass_drum Snare_drum Fart
37e862ac.wav,Acoustic_guitar Tambourine Electric_piano
37e94b1c.wav,Clarinet Acoustic_guitar Cello
37f575a1.wav,Clarinet Violin_or_fiddle Gong
37fa4379.wav,Fart Squeak Tearing
380586dd.wav,Clarinet Gong Acoustic_guitar
381eeffa.wav,Flute Clarinet Trumpet
38226849.wav,Flute Applause Clarinet
38284f2a.wav,Saxophone Applause Harmonica
3831e47e.wav,Acoustic_guitar Violin_or_fiddle Squeak
383206a8.wav,Flute Clarinet Violin_or_fiddle
3834a1b6.wav,Acoustic_guitar Double_bass Electric_piano
38381ff2.wav,Trumpet Hi-hat Oboe
383b2f3c.wav,Hi-hat Fireworks Writing
383c3a2f.wav,Cello Acoustic_guitar Double_bass
3858d81e.wav,Acoustic_guitar Gong Violin_or_fiddle
385e5766.wav,Flute Clarinet Oboe
3863cc53.wav,Glockenspiel Cowbell Microwave_oven
3865b766.wav,Cello Double_bass Saxophone
38781c3c.wav,Acoustic_guitar Violin_or_fiddle Flute
38799059.wav,Squeak Knock Gunshot_or_gunfire
387da23f.wav,Trumpet Applause Hi-hat
38804df8.wav,Trumpet Electric_piano Oboe
38957ab8.wav,Fireworks Microwave_oven Drawer_open_or_close
38998cb5.wav,Computer_keyboard Fireworks Squeak
38a02855.wav,Clarinet Gong Applause
38a944f7.wav,Knock Microwave_oven Drawer_open_or_close
38ae005d.wav,Squeak Laughter Fart
38cc6c04.wav,Violin_or_fiddle Cello Gong
38d92a57.wav,Cello Double_bass Saxophone
38df02f9.wav,Writing Knock Cough
38f2e0c4.wav,Clarinet Flute Saxophone
38fbf717.wav,Bus Squeak Tearing
3903381b.wav,Acoustic_guitar Electric_piano Gong
3912c07c.wav,Flute Clarinet Trumpet
3919052c.wav,Hi-hat Cough Tearing
391b4438.wav,Bass_drum Gunshot_or_gunfire Snare_drum
391b589b.wav,Clarinet Saxophone Flute
3927bed7.wav,Cello Double_bass Trumpet
392819ad.wav,Drawer_open_or_close Knock Squeak
393a85c5.wav,Flute Saxophone Clarinet
393de6a8.wav,Clarinet Gong Oboe
394077b2.wav,Bass_drum Snare_drum Hi-hat
39409d9a.wav,Knock Cello Gong
394ae699.wav,Bass_drum Gunshot_or_gunfire Fireworks
39559fac.wav,Applause Gunshot_or_gunfire Fart
3961531d.wav,Fart Tearing Cough
3962df6c.wav,Electric_piano Acoustic_guitar Gong
39638219.wav,Trumpet Hi-hat Flute
396b8a97.wav,Bass_drum Snare_drum Hi-hat
397a9fd4.wav,Glockenspiel Acoustic_guitar Knock
397c8ecf.wav,Bass_drum Double_bass Knock
397ffa21.wav,Hi-hat Gong Violin_or_fiddle
398464f2.wav,Cello Acoustic_guitar Violin_or_fiddle
3989a3f8.wav,Trumpet Oboe Applause
3992aa83.wav,Clarinet Acoustic_guitar Cello
39a20375.wav,Flute Clarinet Trumpet
39a5e337.wav,Bass_drum Knock Double_bass
39a745ef.wav,Violin_or_fiddle Saxophone Oboe
39b23710.wav,Meow Bass_drum Bark
39b33737.wav,Trumpet Hi-hat Applause
39b4dc60.wav,Trumpet Applause Oboe
39baed1a.wav,Flute Clarinet Violin_or_fiddle
39c4f4e1.wav,Cough Shatter Drawer_open_or_close
39d7d691.wav,Hi-hat Tambourine Finger_snapping
39dac8ec.wav,Trumpet Hi-hat Oboe
39e17212.wav,Clarinet Saxophone Squeak
39eae3ed.wav,Flute Laughter Squeak
39ebc50e.wav,Flute Saxophone Clarinet
3a0801f9.wav,Cello Double_bass Tearing
3a101502.wav,Clarinet Oboe Gong
3a217174.wav,Flute Clarinet Laughter
3a2b16bb.wav,Trumpet Hi-hat Oboe
3a2dd0df.wav,Flute Clarinet Cello
3a4c9365.wav,Squeak Drawer_open_or_close Shatter
3a538028.wav,Bark Laughter Telephone
3a5f8a0d.wav,Saxophone Oboe Clarinet
3a65bf59.wav,Knock Bass_drum Gunshot_or_gunfire
3a6800f9.wav,Cello Applause Acoustic_guitar
3a73a784.wav,Trumpet Clarinet Flute
3a74fdce.wav,Flute Cello Violin_or_fiddle
3a754901.wav,Acoustic_guitar Electric_piano Gong
3a757c5c.wav,Cello Clarinet Violin_or_fiddle
3a77e585.wav,Bass_drum Knock Double_bass
3a7bfe7f.wav,Laughter Cough Tearing
3a7cccbf.wav,Hi-hat Snare_drum Fireworks
3a891940.wav,Cello Double_bass Fireworks
3a925387.wav,Flute Violin_or_fiddle Oboe
3aa68c4d.wav,Cello Violin_or_fiddle Double_bass
3ab2be0f.wav,Glockenspiel Cowbell Violin_or_fiddle
3ab3731d.wav,Bass_drum Double_bass Knock
3abb82a8.wav,Flute Writing Tearing
3ac452a6.wav,Double_bass Cello Fart
3ac46d6b.wav,Telephone Electric_piano Glockenspiel
3ac65f4c.wav,Cello Double_bass Fireworks
3acaed28.wav,Cello Double_bass Microwave_oven
3ad721ec.wav,Tambourine Squeak Fart
3ad726b4.wav,Snare_drum Gunshot_or_gunfire Bass_drum
3ad731d5.wav,Microwave_oven Squeak Cello
3ad97cdc.wav,Saxophone Double_bass Flute
3add7ae7.wav,Clarinet Oboe Saxophone
3aee772a.wav,Bass_drum Double_bass Knock
3af6edbb.wav,Acoustic_guitar Electric_piano Chime
3b0428f0.wav,Bass_drum Double_bass Cowbell
3b15d12b.wav,Trumpet Hi-hat Tambourine
3b17670b.wav,Cello Violin_or_fiddle Clarinet
3b1be6a5.wav,Bass_drum Knock Writing
3b1ecb2f.wav,Cello Acoustic_guitar Double_bass
3b38bfe7.wav,Clarinet Gong Flute
